Media,Detail,Unit,Concentration,Year,Month,Longitude_east,Latitude_north,Reference,Sample_Size_and scope,Methodology,Backup_information
water,surface water,ng/L,6,2013,7,113.096111,29.564444,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y27) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",18 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,11.3,2013,7,115.235278,30.367778,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y28) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",19 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,11.1,2013,7,114.319722,30.613889,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y29) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",20 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,8.34,2013,7,114.279722,30.5675,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y30) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",21 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,14.5,2013,7,114.663611,30.581667,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y31) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",22 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,8.28,2013,7,115.096667,30.2125,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y32) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",23 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,10.8,2013,7,115.65,29.730833,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y33) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",24 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,10.1,2013,7,116.201389,29.743056,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y34) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",25 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,14.1,2013,7,117.739722,30.8825,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y35) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",26 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,27.2,2013,7,118.347778,31.355556,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y36) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",27 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,82.3,2013,7,118.4625,31.733333,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y37) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",28 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,72.7,2013,7,118.64,31.961389,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y38) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",29 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,54.1,2013,7,118.716389,32.096389,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y39) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",30 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,54.8,2013,7,119.083056,32.235556,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y40) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",31 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,34,2013,7,119.648889,32.196111,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y41) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",32 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,96.1,2013,7,119.632222,32.359167,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y42) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",33 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,29.4,2013,7,119.8475,32.273056,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y43) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",34 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,103,2013,7,120.958333,31.759444,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y44) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",35 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,104,2013,7,121.418889,31.469722,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y45) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",36 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,7.19,2013,11,110.918333,30.871111,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y46) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",37 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,5.16,2013,11,111.344722,30.640278,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y47) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",38 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,8.41,2013,11,112.259167,30.295,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y48) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",39 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,8.09,2013,11,113.313611,29.659167,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y49) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",40 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,7.5,2013,11,113.096111,29.564444,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y50) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",41 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,4.69,2013,11,115.235278,30.367778,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y51) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",42 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,6.53,2013,11,114.319722,30.613889,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y52) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",43 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,8.65,2013,11,114.279722,30.5675,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y53) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",44 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,4.46,2013,11,114.663611,30.581667,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y54) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",45 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,6.73,2013,11,115.096667,30.2125,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y55) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",46 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,5.32,2013,11,115.65,29.730833,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y56) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",47 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,14.5,2013,11,116.201389,29.743056,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y57) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",48 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,118,2013,11,117.739722,30.8825,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y58) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",49 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,65.3,2013,11,118.347778,31.355556,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y59) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",50 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,74.7,2013,11,118.4625,31.733333,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y60) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",51 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,31.8,2013,11,118.64,31.961389,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y61) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",52 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,47.1,2013,11,118.716389,32.096389,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y62) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",53 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,46,2013,11,119.083056,32.235556,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y63) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",54 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
water,surface water,ng/L,53.8,2013,11,119.648889,32.196111,"Biocides in the Yangtze River of China: Spatiotemporal distribution, mass load and risk assessment","The study was conducted along the Yangtze River, the longest river in China, which drains approximately one-fifth of the country's land area. A total of 23 sampling sites (Y1 to Y64) were established, extending from the upper reach down to the lower reach near the estuary of the East China Sea","Surface water samples were processed using solid-phase extraction (SPE) with Oasis HLB cartridges, while sediment samples were lyophilized and homogenized before extraction. Target compounds were quantified using ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-ESI-MS-MS).",55 of the 19 target biocides were detected in the Yangtze River system. DEET and methylparaben were detected at all sites in both surface water and sediment. Compounds: The prominent biocides were DEET and carbendazim in surface water and triclocarban and methylparaben in sediment
